no,year,period,day,season,channel,channel_optional,program,begin,end
13692,1981-1982,Saturday morning,,Spring 1982,CBS,,Fat Albert and the Cosby Kids,11:30 AM,12:00 PM
13693,1981-1982,Saturday morning,,Spring 1982,CBS,,Trollkins,12:00 PM,12:30 PM
13694,1981-1982,Saturday morning,,Spring 1982,CBS,,The Tom and Jerry Comedy Show,12:30 PM,1:00 PM
13695,1981-1982,Saturday morning,,Spring 1982,CBS,,The Kwicky Koala Show,1:00 PM,1:30 PM
13696,1981-1982,Saturday morning,,Spring 1982,CBS,,30 Minutes,1:30 PM,*1:30 PM
13697,1981-1982,Saturday morning,,Spring 1982,NBC,,The Flintstone Comedy Show,8:00 AM,8:30 AM
13698,1981-1982,Saturday morning,,Spring 1982,NBC,,The Smurfs,8:30 AM,9:30 AM
13699,1981-1982,Saturday morning,,Spring 1982,NBC,,The Kid Superpower Hour with Shazam!,9:30 AM,10:30 AM
13700,1981-1982,Saturday morning,,Spring 1982,NBC,,Spider-Man and his Amazing Friends,10:30 AM,11:00 AM
13701,1981-1982,Saturday morning,,Spring 1982,NBC,,Space Stars,11:00 AM,12:00 PM
13702,1981-1982,Saturday morning,,Spring 1982,NBC,,The Daffy / Speedy Show,12:00 PM,12:30 PM
13703,1981-1982,Saturday morning,,Spring 1982,NBC,,Bullwinkle,12:30 PM,1:00 PM
13704,1981-1982,Saturday morning,,Spring 1982,NBC,,Local,1:00 PM,*1:30 PM
13705,1982-1983,prime time,Sunday,,ABC,,Ripley's Believe It or Not!,7:00 PM,8:00 PM
13706,1982-1983,prime time,Sunday,,ABC,,Matt Houston,8:00 PM,9:00 PM
13707,1982-1983,prime time,Sunday,,ABC,,The ABC Sunday Night Movie (26/17.6),9:00 PM,*10:30 PM
13708,1982-1983,prime time,Sunday,Fall,CBS,,60 Minutes (1/25.5),7:00 PM,8:00 PM
13709,1982-1983,prime time,Sunday,Fall,CBS,,Archie Bunker's Place (22/18.3),8:00 PM,8:30 PM
13710,1982-1983,prime time,Sunday,Fall,CBS,,Gloria (18/18.7),8:30 PM,9:00 PM
13711,1982-1983,prime time,Sunday,Fall,CBS,,The Jeffersons (12/20.0),9:00 PM,9:30 PM
13712,1982-1983,prime time,Sunday,Fall,CBS,,One Day at a Time (16/19.1),9:30 PM,10:00 PM
13713,1982-1983,prime time,Sunday,Fall,CBS,,"Trapper John, M.D. (18/18.7)",10:00 PM,*10:30 PM
13714,1982-1983,prime time,Sunday,Spring,CBS,,60 Minutes (1/25.5),7:00 PM,8:00 PM
13715,1982-1983,prime time,Sunday,Spring,CBS,,"Goodnight, Beantown",8:00 PM,8:30 PM
13716,1982-1983,prime time,Sunday,Spring,CBS,,Gloria (18/18.7),8:30 PM,9:00 PM
13717,1982-1983,prime time,Sunday,Spring,CBS,,The Jeffersons (12/20.0),9:00 PM,9:30 PM
13718,1982-1983,prime time,Sunday,Spring,CBS,,Newhart,9:30 PM,10:00 PM
13719,1982-1983,prime time,Sunday,Spring,CBS,,"Trapper John, M.D. (18/18.7)",10:00 PM,*10:30 PM
13720,1982-1983,prime time,Sunday,,CBS,Follow-up,60 Minutes (1/25.5),7:00 PM,8:00 PM
13721,1982-1983,prime time,Sunday,,CBS,Follow-up,"Goodnight, Beantown",8:00 PM,8:30 PM
13722,1982-1983,prime time,Sunday,,CBS,Follow-up,Gloria (18/18.7),8:30 PM,9:00 PM
13723,1982-1983,prime time,Sunday,,CBS,Follow-up,The Jeffersons (12/20.0),9:00 PM,9:30 PM
13724,1982-1983,prime time,Sunday,,CBS,Follow-up,Alice,9:30 PM,10:00 PM
13725,1982-1983,prime time,Sunday,,CBS,Follow-up,"Trapper John, M.D. (18/18.7)",10:00 PM,*10:30 PM
13726,1982-1983,prime time,Sunday,,NBC,,Voyagers!,7:00 PM,8:00 PM
13727,1982-1983,prime time,Sunday,,NBC,,CHiPs,8:00 PM,9:00 PM
13728,1982-1983,prime time,Sunday,,NBC,,NBC Sunday Night at the Movies,9:00 PM,*10:30 PM
13729,1982-1983,prime time,Monday,Fall,ABC,,That's Incredible! (22/18.3),8:00 PM,9:00 PM
13730,1982-1983,prime time,Monday,Fall,ABC,,ABC NFL Monday Night Football (September) (10/20.1),9:00 PM,*10:30 PM
13731,1982-1983,prime time,Monday,Winter,ABC,,That's Incredible! (22/18.3),8:00 PM,9:00 PM
13732,1982-1983,prime time,Monday,Winter,ABC,,The ABC Monday Night Movie (January) (24/18.0),9:00 PM,*10:30 PM
13733,1982-1983,prime time,Monday,Summer,ABC,,Monday Night Baseball,8:00 PM,*10:30 PM
13734,1982-1983,prime time,Monday,Fall,CBS,,Square Pegs,8:00 PM,8:30 PM
13735,1982-1983,prime time,Monday,Fall,CBS,,Private Benjamin,8:30 PM,9:00 PM
13736,1982-1983,prime time,Monday,Fall,CBS,,M*A*S*H (3/22.6),9:00 PM,9:30 PM
13737,1982-1983,prime time,Monday,Fall,CBS,,Newhart (12/20.0),9:30 PM,10:00 PM
13738,1982-1983,prime time,Monday,Fall,CBS,,Cagney & Lacey,10:00 PM,*10:30 PM
13739,1982-1983,prime time,Monday,Spring,CBS,,Square Pegs,8:00 PM,8:30 PM
13740,1982-1983,prime time,Monday,Spring,CBS,,Small & Frye,8:30 PM,9:00 PM
13741,1982-1983,prime time,Monday,Spring,CBS,,Alice,9:00 PM,9:30 PM
13742,1982-1983,prime time,Monday,Spring,CBS,,One Day at a Time,9:30 PM,10:00 PM
13743,1982-1983,prime time,Monday,Spring,CBS,,Cagney & Lacey,10:00 PM,*10:30 PM
13744,1982-1983,prime time,Monday,,CBS,Follow-up,Various programming,8:00 PM,8:30 PM
13745,1982-1983,prime time,Monday,,CBS,Follow-up,Foot in the Door,8:30 PM,9:00 PM
13746,1982-1983,prime time,Monday,,CBS,Follow-up,Alice,9:00 PM,9:30 PM
13747,1982-1983,prime time,Monday,,CBS,Follow-up,One Day at a Time,9:30 PM,10:00 PM
13748,1982-1983,prime time,Monday,,CBS,Follow-up,Cagney & Lacey,10:00 PM,*10:30 PM
13749,1982-1983,prime time,Monday,Fall,NBC,,Little House: A New Beginning (28/17.4),8:00 PM,9:00 PM
13750,1982-1983,prime time,Monday,Fall,NBC,,NBC Monday Night at the Movies,9:00 PM,*10:30 PM
13751,1982-1983,prime time,Monday,Spring,NBC,,"Love, Sidney",8:00 PM,8:30 PM
13752,1982-1983,prime time,Monday,Spring,NBC,,Family Ties,8:30 PM,9:00 PM
13753,1982-1983,prime time,Monday,Spring,NBC,,NBC Monday Night at the Movies,9:00 PM,*10:30 PM
13754,1982-1983,prime time,Tuesday,,ABC,,Happy Days (28/17.4),8:00 PM,8:30 PM
13755,1982-1983,prime time,Tuesday,,ABC,,Laverne & Shirley (25/17.8),8:30 PM,9:00 PM
13756,1982-1983,prime time,Tuesday,,ABC,,Three's Company (6/21.2),9:00 PM,9:30 PM
13757,1982-1983,prime time,Tuesday,,ABC,,9 to 5 (15/19.3),9:30 PM,10:00 PM
13758,1982-1983,prime time,Tuesday,,ABC,,Hart to Hart (17/18.9),10:00 PM,*10:30 PM
13759,1982-1983,prime time,Tuesday,Fall,CBS,,Bring 'Em Back Alive,8:00 PM,9:00 PM
13760,1982-1983,prime time,Tuesday,Fall,CBS,,The CBS Tuesday Night Movies (27/17.5),9:00 PM,*10:30 PM
13761,1982-1983,prime time,Tuesday,Winter,CBS,,The Wonderful World of Disney,8:00 PM,9:00 PM
13762,1982-1983,prime time,Tuesday,Winter,CBS,,The CBS Tuesday Night Movies (27/17.5),9:00 PM,*10:30 PM
13763,1982-1983,prime time,Tuesday,Spring,CBS,,"Ace Crawford, Private Eye",8:00 PM,8:30 PM
13764,1982-1983,prime time,Tuesday,Spring,CBS,,Gun Shy,8:30 PM,9:00 PM
13765,1982-1983,prime time,Tuesday,Spring,CBS,,The CBS Tuesday Night Movies (27/17.5),9:00 PM,*10:30 PM
13766,1982-1983,prime time,Tuesday,Summer,CBS,,Bring 'Em Back Alive,8:00 PM,9:00 PM
13767,1982-1983,prime time,Tuesday,Summer,CBS,,The CBS Tuesday Night Movies (27/17.5),9:00 PM,*10:30 PM
13768,1982-1983,prime time,Tuesday,Fall,NBC,,Father Murphy,8:00 PM,9:00 PM
13769,1982-1983,prime time,Tuesday,Fall,NBC,,Gavilan,9:00 PM,10:00 PM
13770,1982-1983,prime time,Tuesday,Fall,NBC,,St. Elsewhere,10:00 PM,*10:30 PM
13771,1982-1983,prime time,Tuesday,Winter,NBC,,The A-Team (10/20.1),8:00 PM,9:00 PM
13772,1982-1983,prime time,Tuesday,Winter,NBC,,Bare Essence,9:00 PM,10:00 PM
13773,1982-1983,prime time,Tuesday,Winter,NBC,,St. Elsewhere,10:00 PM,*10:30 PM
13774,1982-1983,prime time,Wednesday,Fall,ABC,,Tales of the Gold Monkey,8:00 PM,9:00 PM
13775,1982-1983,prime time,Wednesday,Fall,ABC,,The Fall Guy (14/19.4),9:00 PM,10:00 PM
13776,1982-1983,prime time,Wednesday,Fall,ABC,,Dynasty (5/22.4),10:00 PM,*10:30 PM
13777,1982-1983,prime time,Wednesday,Spring,ABC,,High Performance,8:00 PM,9:00 PM
13778,1982-1983,prime time,Wednesday,Spring,ABC,,The Fall Guy (14/19.4),9:00 PM,10:00 PM
13779,1982-1983,prime time,Wednesday,Spring,ABC,,Dynasty (5/22.4),10:00 PM,*10:30 PM
13780,1982-1983,prime time,Wednesday,,ABC,Mid-season,The Fall Guy,8:00 PM,9:00 PM
13781,1982-1983,prime time,Wednesday,,ABC,Mid-season,Ryan's Four,9:00 PM,10:00 PM
13782,1982-1983,prime time,Wednesday,,ABC,Mid-season,Dynasty (5/22.4),10:00 PM,*10:30 PM
13783,1982-1983,prime time,Wednesday,Fall,CBS,,Seven Brides for Seven Brothers,8:00 PM,9:00 PM
13784,1982-1983,prime time,Wednesday,Fall,CBS,,Alice,9:00 PM,9:30 PM
13785,1982-1983,prime time,Wednesday,Fall,CBS,,Filthy Rich,9:30 PM,10:00 PM
13786,1982-1983,prime time,Wednesday,Fall,CBS,,Tucker's Witch,10:00 PM,*10:30 PM
13787,1982-1983,prime time,Wednesday,,CBS,Follow-up,Seven Brides for Seven Brothers,8:00 PM,9:00 PM
13788,1982-1983,prime time,Wednesday,,CBS,Follow-up,The CBS Wednesday Night Movies,9:00 PM,*10:30 PM
13789,1982-1983,prime time,Wednesday,Spring,CBS,,Zorro and Son,8:00 PM,8:30 PM
13790,1982-1983,prime time,Wednesday,Spring,CBS,,Various programming,8:30 PM,9:00 PM
13791,1982-1983,prime time,Wednesday,Spring,CBS,,The CBS Wednesday Night Movies,9:00 PM,*10:30 PM
13792,1982-1983,prime time,Wednesday,Fall,NBC,,Real People (30/17.2),8:00 PM,9:00 PM
13793,1982-1983,prime time,Wednesday,Fall,NBC,,The Facts of Life,9:00 PM,9:30 PM
13794,1982-1983,prime time,Wednesday,Fall,NBC,,Family Ties,9:30 PM,10:00 PM
13795,1982-1983,prime time,Wednesday,Fall,NBC,,"Quincy, M.E.",10:00 PM,*10:30 PM
13796,1982-1983,prime time,Wednesday,Spring,NBC,,Real People (30/17.2),8:00 PM,9:00 PM
13797,1982-1983,prime time,Wednesday,Spring,NBC,,The Facts of Life,9:00 PM,9:30 PM
13798,1982-1983,prime time,Wednesday,Spring,NBC,,Taxi,9:30 PM,10:00 PM
13799,1982-1983,prime time,Wednesday,Spring,NBC,,"Quincy, M.E.",10:00 PM,*10:30 PM
13800,1982-1983,prime time,Wednesday,Summer,NBC,,Real People (30/17.2),8:00 PM,9:00 PM
13801,1982-1983,prime time,Wednesday,Summer,NBC,,The Facts of Life,9:00 PM,9:30 PM
13802,1982-1983,prime time,Wednesday,Summer,NBC,,Buffalo Bill,9:30 PM,10:00 PM
13803,1982-1983,prime time,Wednesday,Summer,NBC,,The News is the News,10:00 PM,10:30 PM
13804,1982-1983,prime time,Wednesday,Summer,NBC,,Taxi,10:30 PM,*10:30 PM
13805,1982-1983,prime time,Thursday,Fall,ABC,,Joanie Loves Chachi,8:00 PM,8:30 PM
13806,1982-1983,prime time,Thursday,Fall,ABC,,Star of the Family,8:30 PM,9:00 PM
13807,1982-1983,prime time,Thursday,Fall,ABC,,Too Close for Comfort,9:00 PM,9:30 PM
13808,1982-1983,prime time,Thursday,Fall,ABC,,It Takes Two,9:30 PM,10:00 PM
13809,1982-1983,prime time,Thursday,Fall,ABC,,20/20,10:00 PM,*10:30 PM
13810,1982-1983,prime time,Thursday,Winter,ABC,,The Greatest American Hero,8:00 PM,9:00 PM
13811,1982-1983,prime time,Thursday,Winter,ABC,,Too Close for Comfort,9:00 PM,9:30 PM
13812,1982-1983,prime time,Thursday,Winter,ABC,,It Takes Two,9:30 PM,10:00 PM
13813,1982-1983,prime time,Thursday,Winter,ABC,,20/20,10:00 PM,*10:30 PM
13814,1982-1983,prime time,Thursday,,ABC,Follow-up,Condo,8:00 PM,8:30 PM
13815,1982-1983,prime time,Thursday,,ABC,Follow-up,Amanda's,8:30 PM,9:00 PM
13816,1982-1983,prime time,Thursday,,ABC,Follow-up,Too Close for Comfort,9:00 PM,9:30 PM
13817,1982-1983,prime time,Thursday,,ABC,Follow-up,It Takes Two,9:30 PM,10:00 PM
13818,1982-1983,prime time,Thursday,,ABC,Follow-up,20/20,10:00 PM,*10:30 PM
13819,1982-1983,prime time,Thursday,Spring,ABC,,Benson,8:00 PM,8:30 PM
13820,1982-1983,prime time,Thursday,Spring,ABC,,Condo,8:30 PM,9:00 PM
13821,1982-1983,prime time,Thursday,Spring,ABC,,Too Close for Comfort,9:00 PM,9:30 PM
13822,1982-1983,prime time,Thursday,Spring,ABC,,It Takes Two,9:30 PM,10:00 PM
13823,1982-1983,prime time,Thursday,Spring,ABC,,20/20,10:00 PM,*10:30 PM
13824,1982-1983,prime time,Thursday,Fall,CBS,,"Magnum, P.I. (3/22.6)",8:00 PM,9:00 PM
13825,1982-1983,prime time,Thursday,Fall,CBS,,Simon & Simon (7/21.0),9:00 PM,10:00 PM
13826,1982-1983,prime time,Thursday,Fall,CBS,,Knots Landing (20/18.6),10:00 PM,*10:30 PM
13827,1982-1983,prime time,Thursday,Spring,CBS,,"Magnum, P.I. (3/22.6)",8:00 PM,9:00 PM
13828,1982-1983,prime time,Thursday,Spring,CBS,,Simon & Simon (7/21.0),9:00 PM,10:00 PM
13829,1982-1983,prime time,Thursday,Spring,CBS,,Tucker's Witch,10:00 PM,*10:30 PM
13830,1982-1983,prime time,Thursday,Fall,NBC,,Fame,8:00 PM,9:00 PM
13831,1982-1983,prime time,Thursday,Fall,NBC,,Cheers,9:00 PM,9:30 PM
13832,1982-1983,prime time,Thursday,Fall,NBC,,Taxi,9:30 PM,10:00 PM
13833,1982-1983,prime time,Thursday,Fall,NBC,,Hill Street Blues (21/18.4),10:00 PM,*10:30 PM
13834,1982-1983,prime time,Thursday,Winter,NBC,,Fame,8:00 PM,9:00 PM
13835,1982-1983,prime time,Thursday,Winter,NBC,,Gimme a Break,9:00 PM,9:30 PM
13836,1982-1983,prime time,Thursday,Winter,NBC,,Cheers,9:30 PM,10:00 PM
13837,1982-1983,prime time,Thursday,Winter,NBC,,Hill Street Blues (21/18.4),10:00 PM,*10:30 PM
13838,1982-1983,prime time,Friday,Fall,ABC,,Benson,8:00 PM,8:30 PM
13839,1982-1983,prime time,Friday,Fall,ABC,,The New Odd Couple,8:30 PM,9:00 PM
13840,1982-1983,prime time,Friday,Fall,ABC,,The Greatest American Hero,9:00 PM,10:00 PM
13841,1982-1983,prime time,Friday,Fall,ABC,,The Quest,10:00 PM,*10:30 PM
13842,1982-1983,prime time,Friday,,ABC,Follow-up,Benson,8:00 PM,8:30 PM
13843,1982-1983,prime time,Friday,,ABC,Follow-up,The New Odd Couple,8:30 PM,9:00 PM
13844,1982-1983,prime time,Friday,,ABC,Follow-up,ABC Friday Night Movie,9:00 PM,*10:30 PM
13845,1982-1983,prime time,Friday,Spring,ABC,,Benson,8:00 PM,8:30 PM
13846,1982-1983,prime time,Friday,Spring,ABC,,At Ease,8:30 PM,9:00 PM
13847,1982-1983,prime time,Friday,Spring,ABC,,Renegades,9:00 PM,10:00 PM
13848,1982-1983,prime time,Friday,Spring,ABC,,Tales of the Gold Monkey,10:00 PM,*10:30 PM
13849,1982-1983,prime time,Friday,,ABC,Follow-up,Baby Makes Five,8:00 PM,8:30 PM
13850,1982-1983,prime time,Friday,,ABC,Follow-up,At Ease,8:30 PM,9:00 PM
13851,1982-1983,prime time,Friday,,ABC,Follow-up,Renegades,9:00 PM,10:00 PM
13852,1982-1983,prime time,Friday,,ABC,Follow-up,Tales of the Gold Monkey,10:00 PM,*10:30 PM
13853,1982-1983,prime time,Friday,,ABC,Follow-up,The New Odd Couple,8:00 PM,8:30 PM
13856,1982-1983,prime time,Friday,Summer,ABC,,Benson,8:00 PM,8:30 PM
13857,1982-1983,prime time,Friday,Summer,ABC,,At Ease,8:30 PM,9:00 PM
13858,1982-1983,prime time,Friday,Summer,ABC,,ABC Friday Night Movie,9:00 PM,*10:30 PM
13859,1982-1983,prime time,Friday,,CBS,,The Dukes of Hazzard (30/17.2),8:00 PM,9:00 PM
13860,1982-1983,prime time,Friday,,CBS,,Dallas (2/24.6),9:00 PM,10:00 PM
13861,1982-1983,prime time,Friday,,CBS,,Falcon Crest (8/20.7),10:00 PM,*10:30 PM
13862,1982-1983,prime time,Friday,,NBC,,The Powers of Matthew Star,8:00 PM,9:00 PM
13863,1982-1983,prime time,Friday,,NBC,,Knight Rider,9:00 PM,10:00 PM
13864,1982-1983,prime time,Friday,,NBC,,Remington Steele,10:00 PM,*10:30 PM
13865,1982-1983,prime time,Saturday,,ABC,,T. J. Hooker,8:00 PM,9:00 PM
13866,1982-1983,prime time,Saturday,,ABC,,The Love Boat (9/20.3),9:00 PM,10:00 PM
13867,1982-1983,prime time,Saturday,,ABC,,Fantasy Island,10:00 PM,*10:30 PM
13868,1982-1983,prime time,Saturday,Fall,CBS,,Walt Disney,8:00 PM,9:00 PM
13869,1982-1983,prime time,Saturday,Fall,CBS,,The CBS Saturday Night Movies,9:00 PM,*10:30 PM
13870,1982-1983,prime time,Saturday,Spring,CBS,,Wizards and Warriors,8:00 PM,9:00 PM
13871,1982-1983,prime time,Saturday,Spring,CBS,,The CBS Saturday Night Movies,9:00 PM,*10:30 PM
13872,1982-1983,prime time,Saturday,Fall,NBC,,Diff'rent Strokes,8:00 PM,8:30 PM
13873,1982-1983,prime time,Saturday,Fall,NBC,,Silver Spoons,8:30 PM,9:00 PM
13874,1982-1983,prime time,Saturday,Fall,NBC,,Gimme a Break!,9:00 PM,9:30 PM
13875,1982-1983,prime time,Saturday,Fall,NBC,,"Love, Sidney",9:30 PM,10:00 PM
13876,1982-1983,prime time,Saturday,Fall,NBC,,The Devlin Connection,10:00 PM,*10:30 PM
13877,1982-1983,prime time,Saturday,Winter,NBC,,Diff'rent Strokes,8:00 PM,8:30 PM
13878,1982-1983,prime time,Saturday,Winter,NBC,,Silver Spoons,8:30 PM,9:00 PM
13879,1982-1983,prime time,Saturday,Winter,NBC,,Mama's Family,9:00 PM,9:30 PM
13880,1982-1983,prime time,Saturday,Winter,NBC,,Taxi,9:30 PM,10:00 PM
13881,1982-1983,prime time,Saturday,Winter,NBC,,The Family Tree,10:00 PM,*10:30 PM
13882,1982-1983,prime time,Saturday,,NBC,Follow-up,Diff'rent Strokes,8:00 PM,8:30 PM
13883,1982-1983,prime time,Saturday,,NBC,Follow-up,Silver Spoons,8:30 PM,9:00 PM
13884,1982-1983,prime time,Saturday,,NBC,Follow-up,Mama's Family,9:00 PM,9:30 PM
13885,1982-1983,prime time,Saturday,,NBC,Follow-up,Teachers Only,9:30 PM,10:00 PM
13886,1982-1983,prime time,Saturday,,NBC,Follow-up,Monitor,10:00 PM,*10:30 PM
13887,1982-1983,prime time,Saturday,Summer,NBC,,Diff'rent Strokes,8:00 PM,8:30 PM
13888,1982-1983,prime time,Saturday,Summer,NBC,,Silver Spoons,8:30 PM,9:00 PM
13889,1982-1983,prime time,Saturday,Summer,NBC,,"Quincy, M.E.",9:00 PM,10:00 PM
13890,1982-1983,prime time,Saturday,Summer,NBC,,Monitor,10:00 PM,*10:30 PM
13891,1982-1983,daytime,,Fall 1982,ABC,,ABC News This Morning,6:00 am,7:00 am
13892,1982-1983,daytime,,Fall 1982,ABC,,Good Morning America,7:00 am,9:00 am
13893,1982-1983,daytime,,Fall 1982,ABC,,local programming,9:00 am,11:00 am
13894,1982-1983,daytime,,Fall 1982,ABC,,The Love Boat reruns,11:00 am,noon
13895,1982-1983,daytime,,Fall 1982,ABC,,Family Feud,noon,12:30 pm
13896,1982-1983,daytime,,Fall 1982,ABC,,Ryan's Hope,12:30 pm,1:00 pm
13897,1982-1983,daytime,,Fall 1982,ABC,,All My Children,1:00 pm,2:00 pm
13898,1982-1983,daytime,,Fall 1982,ABC,,One Life to Live,2:00 pm,3:00 pm
13899,1982-1983,daytime,,Fall 1982,ABC,,General Hospital,3:00 pm,4:00 pm
13900,1982-1983,daytime,,Fall 1982,ABC,,The Edge of Night,4:00 pm,4:30 pm
13901,1982-1983,daytime,,Fall 1982,ABC,,local programming,4:30 pm,6:30 pm
13902,1982-1983,daytime,,Fall 1982,ABC,,ABC's World News Tonight,6:30 pm,*6:30 pm
13903,1982-1983,daytime,,Fall 1982,CBS,,CBS Early Morning News,6:00 am,7:00 am
13904,1982-1983,daytime,,Fall 1982,CBS,,CBS Morning News,7:00 am,9:00 am
13905,1982-1983,daytime,,Fall 1982,CBS,,local programming,9:00 am,10:00 am
13906,1982-1983,daytime,,Fall 1982,CBS,,"The $25,000 Pyramid",10:00 am,10:30 am
13907,1982-1983,daytime,,Fall 1982,CBS,,Child's Play,10:30 am,11:00 am
13908,1982-1983,daytime,,Fall 1982,CBS,,The Price is Right,11:00 am,noon
13909,1982-1983,daytime,,Fall 1982,CBS,,local programming,noon,12:30 pm
13910,1982-1983,daytime,,Fall 1982,CBS,,The Young and the Restless,12:30 pm,1:30 pm
13911,1982-1983,daytime,,Fall 1982,CBS,,As the World Turns,1:30 pm,2:30 pm
13912,1982-1983,daytime,,Fall 1982,CBS,,Capitol,2:30 pm,3:00 pm
13913,1982-1983,daytime,,Fall 1982,CBS,,Guiding Light,3:00 pm,4:00 pm
13914,1982-1983,daytime,,Fall 1982,CBS,,Tattletales,4:00 pm,4:30 pm
13915,1982-1983,daytime,,Fall 1982,CBS,,local programming,4:30 pm,6:30 pm
13916,1982-1983,daytime,,Fall 1982,CBS,,CBS Evening News with Dan Rather,6:30 pm,*6:30 pm
13917,1982-1983,daytime,,Fall 1982,NBC,,Early Today,6:00 am,7:00 am
13918,1982-1983,daytime,,Fall 1982,NBC,,The Today Show with Jane Pauley & Bryant Gumbel,7:00 am,9:00 am
13919,1982-1983,daytime,,Fall 1982,NBC,,local programming,9:00 am,10:00 am
13920,1982-1983,daytime,,Fall 1982,NBC,,Diff'rent Strokes reruns,10:00 am,10:30 am
13921,1982-1983,daytime,,Fall 1982,NBC,,Wheel of Fortune,10:30 am,11:00 am
13922,1982-1983,daytime,,Fall 1982,NBC,,Texas,11:00 am,noon
13923,1982-1983,daytime,,Fall 1982,NBC,,The Doctors,noon,12:30 pm
13924,1982-1983,daytime,,Fall 1982,NBC,,Search for Tomorrow,12:30 pm,1:00 pm
13925,1982-1983,daytime,,Fall 1982,NBC,,Days of Our Lives,1:00 pm,2:00 pm
13926,1982-1983,daytime,,Fall 1982,NBC,,Another World,2:00 pm,3:00 pm
13927,1982-1983,daytime,,Fall 1982,NBC,,Fantasy,3:00 pm,4:00 pm
13928,1982-1983,daytime,,Fall 1982,NBC,,local programming,4:00 pm,6:30 pm
13929,1982-1983,daytime,,Fall 1982,NBC,,NBC Nightly News with Tom Brokaw,6:30 pm,*6:30 pm
13930,1982-1983,daytime,,Winter 1982-1983,ABC,,ABC News This Morning,6:00 am,7:00 am
13931,1982-1983,daytime,,Winter 1982-1983,ABC,,Good Morning America,7:00 am,9:00 am
13932,1982-1983,daytime,,Winter 1982-1983,ABC,,local programming,9:00 am,11:00 am
13933,1982-1983,daytime,,Winter 1982-1983,ABC,,The Love Boat reruns,11:00 am,noon
13934,1982-1983,daytime,,Winter 1982-1983,ABC,,Family Feud,noon,12:30 pm
13935,1982-1983,daytime,,Winter 1982-1983,ABC,,Ryan's Hope,12:30 pm,1:00 pm
13936,1982-1983,daytime,,Winter 1982-1983,ABC,,All My Children,1:00 pm,2:00 pm
13937,1982-1983,daytime,,Winter 1982-1983,ABC,,One Life to Live,2:00 pm,3:00 pm
13938,1982-1983,daytime,,Winter 1982-1983,ABC,,General Hospital,3:00 pm,4:00 pm
13939,1982-1983,daytime,,Winter 1982-1983,ABC,,The Edge of Night,4:00 pm,4:30 pm
13940,1982-1983,daytime,,Winter 1982-1983,ABC,,local programming,4:30 pm,6:30 pm
13941,1982-1983,daytime,,Winter 1982-1983,ABC,,ABC's World News Tonight,6:30 pm,*6:30 pm
13942,1982-1983,daytime,,Winter 1982-1983,CBS,,CBS Early Morning News,6:00 am,7:00 am
13943,1982-1983,daytime,,Winter 1982-1983,CBS,,CBS Morning News,7:00 am,9:00 am
13944,1982-1983,daytime,,Winter 1982-1983,CBS,,local programming,9:00 am,10:00 am
13945,1982-1983,daytime,,Winter 1982-1983,CBS,,"The New $25,000 Pyramid",10:00 am,10:30 am
13946,1982-1983,daytime,,Winter 1982-1983,CBS,,Child's Play,10:30 am,11:00 am
13947,1982-1983,daytime,,Winter 1982-1983,CBS,,The Price is Right,11:00 am,noon
13948,1982-1983,daytime,,Winter 1982-1983,CBS,,local programming,noon,12:30 pm
13949,1982-1983,daytime,,Winter 1982-1983,CBS,,The Young and the Restless,12:30 pm,1:30 pm
13950,1982-1983,daytime,,Winter 1982-1983,CBS,,As the World Turns,1:30 pm,2:30 pm
13951,1982-1983,daytime,,Winter 1982-1983,CBS,,Capitol,2:30 pm,3:00 pm
13952,1982-1983,daytime,,Winter 1982-1983,CBS,,Guiding Light,3:00 pm,4:00 pm
13953,1982-1983,daytime,,Winter 1982-1983,CBS,,Tattletales,4:00 pm,4:30 pm
13954,1982-1983,daytime,,Winter 1982-1983,CBS,,local programming,4:30 pm,6:30 pm
13955,1982-1983,daytime,,Winter 1982-1983,CBS,,CBS Evening News with Dan Rather,6:30 pm,*6:30 pm
13956,1982-1983,daytime,,Winter 1982-1983,NBC,,Early Today,6:00 am,7:00 am
13957,1982-1983,daytime,,Winter 1982-1983,NBC,,The Today Show with Jane Pauley & Bryant Gumbel,7:00 am,9:00 am
13958,1982-1983,daytime,,Winter 1982-1983,NBC,,local programming,9:00 am,10:00 am
